network,method,variant_index,variation_seed,uncertainty,proportion_edges,done
pud,equalize,123,200817289,0.0001,0.03717678563248899,True
pud,equalize,124,1240797592,0.0001,0.06119853145034776,True
pud,equalize,125,651494930,0.0001,0.004526245102658799,True
pud,equalize,126,3671389901,0.0001,0.09534813986965524,True
pud,equalize,127,3979144993,0.0001,0.09312506193394188,True
pud,equalize,128,1423076196,0.0001,0.06573596065517187,True
pud,equalize,129,2229571987,0.0001,0.08652898943908693,True
pud,equalize,130,2867471389,0.0001,0.0555073755505207,True
pud,equalize,131,3037220514,0.0001,0.03162782048477882,True
pud,equalize,132,1124122071,0.0001,0.001609364675754621,True
pud,equalize,133,680845658,0.0001,0.020737914316941598,True
pud,equalize,134,2982452625,0.0001,0.060589773030808675,True
pud,equalize,135,3187943768,0.0001,0.04669035163344011,True
pud,equalize,136,1158676457,0.0001,0.05379749171664314,True
pud,equalize,137,154333429,0.0001,0.03664373145103646,True
pud,equalize,138,1205961392,0.0001,0.09204099935695753,True
pud,equalize,139,1669226102,0.0001,0.03870176046389833,True
pud,equalize,140,22200107,0.0001,0.07168031153506468,True
pud,equalize,141,3608395463,0.0001,0.041636858478100884,True
pud,equalize,142,997936344,0.0001,0.016495279142136787,True
pud,equalize,143,4235175820,0.0001,0.0586426551269125,True
pud,equalize,144,2830534844,0.0001,0.00482234257629488,True
pud,equalize,145,690251137,0.0001,0.09532287279749144,True
pud,equalize,146,1177881489,0.0001,0.043973903952108456,True
pud,equalize,147,968416522,0.0001,0.09644372440146365,True
pud,equalize,148,2062258277,0.0001,0.08078280406762689,True
pud,equalize,149,4072738868,0.0001,0.09922611493784633,True
pud,equalize,150,3021516023,0.0001,0.008977174072092432,True
pud,equalize,151,318619460,0.0001,0.0855477476258821,True
pud,equalize,152,1579227946,0.0001,0.08268176633732015,True
pud,equalize,153,3960091686,0.0001,0.0997905629151727,True
pud,equalize,154,3919092098,0.0001,0.05517439918208014,True
pud,equalize,155,3192530125,0.0001,0.08416470244143001,True
pud,equalize,156,2835261812,0.0001,0.017129220061991402,True
pud,equalize,157,675952796,0.0001,0.025324871887693612,True
pud,equalize,158,1183597494,0.0001,0.028041612803496253,True
pud,equalize,159,1833615221,0.0001,0.07135942013430499,True
pud,equalize,160,208258580,0.0001,0.09509503981218798,True
pud,equalize,161,2552945756,0.0001,0.0045302438003280935,True
pud,equalize,162,2739291997,0.0001,0.016312695413400993,True
pud,equalize,163,4125586496,0.0001,0.004255587445474641,True
pud,equalize,164,719610980,0.0001,0.019495658074484112,True
pud,equalize,165,3005195697,0.0001,0.02788571110096584,True
pud,equalize,166,1220838916,0.0001,0.03362149902189109,True
pud,equalize,167,40308594,0.0001,0.047692050823129384,True
pud,equalize,168,156497349,0.0001,0.07406451857720149,True
pud,equalize,169,3115343835,0.0001,0.04241793189444568,True
pud,equalize,170,3382983243,0.0001,0.08667808862235021,True
pud,equalize,171,175646663,0.0001,0.09016198820185085,True
pud,equalize,172,3102205301,0.0001,0.004093556623423633,True
pud,equalize,173,494106817,0.0001,0.05191208818843564,True
pud,equalize,174,3371868911,0.0001,0.006452074992398771,True
pud,equalize,175,2783637952,0.0001,0.003966296325163043,True
pud,equalize,176,3116405234,0.0001,0.007331408013261942,True
pud,equalize,177,1446205384,0.0001,0.06592519760394137,True
pud,equalize,178,2048420980,0.0001,0.015190913648360282,True
pud,equalize,179,4128490457,0.0001,0.006364314166996454,True
pud,equalize,180,3721711541,0.0001,0.0655321241204953,True
pud,equalize,181,3048312191,0.0001,0.03541620701362457,True
pud,equalize,182,638896295,0.0001,0.08351403718587347,True
pud,equalize,183,2932563763,0.0001,0.029571276492413968,True
pud,equalize,184,1697406745,0.0001,0.06207264798434351,True
pud,equalize,185,4162067970,0.0001,0.02411681944725851,True
pud,equalize,186,3094318197,0.0001,0.0002766984693894137,True
pud,equalize,187,4096745666,0.0001,0.043399724951208474,True
pud,equalize,188,2082518039,0.0001,0.01531459044242457,True
pud,equalize,189,2844879978,0.0001,0.019827829344553308,True
pud,equalize,190,2119268242,0.0001,0.039990338695172614,True
pud,equalize,191,930635728,0.0001,0.06371914348546993,True
pud,equalize,192,2189529208,0.0001,0.09864613881248852,True
pud,equalize,193,1247095027,0.0001,0.019912147473608855,True
pud,equalize,194,3979184988,0.0001,0.06857116132465023,True
pud,equalize,195,2251637893,0.0001,0.07013651027698564,True
pud,equalize,196,2173952920,0.0001,0.09531156338086223,True
pud,equalize,197,2766368278,0.0001,0.01463205546068419,True
pud,equalize,198,895255812,0.0001,0.060178259684789785,True
pud,equalize,199,2270461319,0.0001,0.0975403548526811,True
pud,equalize,200,81309160,0.0001,0.003273825922026319,True
pud,equalize,201,3973991188,0.0001,0.04381353406845676,True
pud,equalize,202,652054516,0.0001,0.04876519278655053,True
pud,equalize,203,1769581559,0.0001,0.010528644867624705,True
pud,equalize,204,1905143838,0.0001,0.0037478317365718383,True
pud,equalize,205,1621820778,0.0001,0.010302045311738707,True
pud,equalize,206,2265494828,0.0001,0.025642899990581305,True
pud,equalize,207,776954888,0.0001,0.05660698057589414,True
pud,equalize,208,3242727775,0.0001,0.016736105903238273,True
pud,equalize,209,2525728526,0.0001,0.020063447889340547,True
pud,equalize,210,3486474289,0.0001,0.010645842630530644,True
pud,equalize,211,2925066324,0.0001,0.08560078163130641,True
pud,equalize,212,1228659456,0.0001,0.04572174881742067,True
pud,equalize,213,3453156867,0.0001,0.07584862986014988,True
pud,equalize,214,3496971409,0.0001,0.024951702036354374,True
pud,equalize,215,3417228178,0.0001,0.08434708581043641,True
pud,equalize,216,3737380597,0.0001,0.0738875349969593,True
pud,equalize,217,162737173,0.0001,0.05358196820049321,True
pud,equalize,218,1309234306,0.0001,0.07799771749876651,True
pud,equalize,219,876934445,0.0001,0.08595784572392795,True
pud,equalize,220,781029684,0.0001,0.06156718472987163,True
pud,equalize,221,215138088,0.0001,0.07418275712134252,True
pud,equalize,222,3605640617,0.0001,0.04977343730521316,True
pud,equalize,223,2244679593,0.0001,0.0607564745240714,True
pud,equalize,224,2367255757,0.0001,0.021670722042589765,True
pud,equalize,225,3822852883,0.0001,0.008819879480213167,True
pud,equalize,226,916209650,0.0001,0.05375995978033104,True
pud,equalize,227,742989304,0.0001,0.027245591893654022,True
pud,equalize,228,2136984283,0.0001,0.08202051548902456,True
pud,equalize,229,318004111,0.0001,0.07074511815721451,True
pud,equalize,230,4135329944,0.0001,0.011738766809578716,True
pud,equalize,231,3734594124,0.0001,0.07702811292608602,True
pud,equalize,232,534803968,0.0001,0.06306425262354265,True
pud,equalize,233,2105567276,0.0001,0.047347488877576185,True
pud,equalize,234,1384363170,0.0001,0.038199961219947634,True
pud,equalize,235,2011967526,0.0001,0.09082410896271385,True
pud,equalize,236,2464434646,0.0001,0.03780916811955595,True
pud,equalize,237,1359448076,0.0001,0.029853450540562224,True
pud,equalize,238,1865869842,0.0001,0.09474492149734814,True
pud,equalize,239,3988870500,0.0001,0.01948547961254793,True
pud,equalize,240,3132141058,0.0001,0.09083158585129524,True
pud,equalize,241,2055649492,0.0001,0.004310167305400481,True
pud,equalize,242,2033430018,0.0001,0.08033812057035625,True
pud,equalize,243,2668303165,0.0001,0.05323195790321146,True
pud,equalize,244,3782877034,0.0001,0.03293445556998944,True
pud,equalize,245,3828344044,0.0001,0.08143096042366778,True
pud,equalize,246,1842899324,0.0001,0.021605182802470035,True
pud,equalize,247,87521357,0.0001,0.033738872009708536,True
pud,equalize,248,1670780180,0.0001,0.012942262183912224,True
pud,equalize,249,3198555498,0.0001,0.06851800463444922,True
pud,equalize,250,120991765,0.0001,0.07913302812875617,True
pud,equalize,251,776967991,0.0001,0.05045767814904978,True
pud,equalize,252,2630532228,0.0001,0.07173834203095018,True
pud,equalize,253,3596380787,0.0001,0.058135344733235006,True
pud,equalize,254,1881351991,0.0001,0.0013239509867133072,True
pud,equalize,255,758194395,0.0001,0.013774706408799565,True
pud,equalize,256,794031073,0.0001,0.08613480891837913,True
pud,equalize,257,223514062,0.0001,0.03263657695903693,True
pud,equalize,258,2293541109,0.0001,0.00878843570606982,True
pud,equalize,259,1829944525,0.0001,0.09781940138015587,True
pud,equalize,260,3571144454,0.0001,0.04943353973638134,True
pud,equalize,261,1823597168,0.0001,0.09642814237531626,True
pud,equalize,262,544390609,0.0001,0.016548197195012816,True
pud,equalize,263,2881367555,0.0001,0.0770843152362427,True
pud,equalize,264,4103849831,0.0001,0.02478613301504076,True
pud,equalize,265,73236452,0.0001,0.07006980789277228,True
pud,equalize,266,2925062762,0.0001,0.09347243486952661,True
pud,equalize,267,1685898200,0.0001,0.028890063473183694,True
pud,equalize,268,2836064101,0.0001,0.09877657201586976,True
pud,equalize,269,1695534536,0.0001,0.03818757507898556,True
pud,equalize,270,2260165407,0.0001,0.014022471541817561,True
pud,equalize,271,4178615983,0.0001,0.05454190033024156,True
pud,equalize,272,3816723124,0.0001,0.036584251874430256,True
pud,equalize,273,1718383646,0.0001,0.009259868774555513,True
pud,equalize,274,2370823770,0.0001,0.0451035351530026,True
pud,equalize,275,3739587926,0.0001,0.09714929672600449,True
pud,equalize,276,118351076,0.0001,0.06277392875461625,True
pud,equalize,277,742882587,0.0001,0.08303860532305933,True
pud,equalize,278,452840725,0.0001,0.07426523020661778,True
pud,equalize,279,1658384351,0.0001,0.03892916047011083,True
pud,equalize,280,1911276346,0.0001,0.05057064346368963,True
pud,equalize,281,4179302329,0.0001,0.048376257397226674,True
pud,equalize,282,3197414725,0.0001,0.03191479260582739,True
pud,equalize,283,2106374590,0.0001,0.08907629967206675,True
pud,equalize,284,124636130,0.0001,0.029726603173033862,True
pud,equalize,285,288894135,0.0001,0.09806058575940632,True
pud,equalize,286,3000794241,0.0001,0.04718491511334673,True
pud,equalize,287,1830772367,0.0001,0.08599246739425816,True
pud,equalize,288,4161656295,0.0001,0.029534424387811134,True
pud,equalize,289,4027059137,0.0001,0.06330681093890751,True
pud,equalize,290,1263616452,0.0001,0.056037010282259984,True
pud,equalize,291,4235245106,0.0001,0.0008485096645575508,True
pud,equalize,292,1512800962,0.0001,0.08127647127016986,True
pud,equalize,293,614817110,0.0001,0.029152778232253075,True
pud,equalize,294,4183887752,0.0001,0.0933720322007762,True
pud,equalize,295,1295938412,0.0001,0.0011873732741891298,True
pud,equalize,296,1451245924,0.0001,0.01741876969381886,True
pud,equalize,297,3930207675,0.0001,0.00849434154885821,True
pud,equalize,298,2875823421,0.0001,0.06758735048812882,True
pud,equalize,299,1876424784,0.0001,0.08720515285857793,True
pud,equalize,300,2783784122,0.0001,0.079728497110912,True
pud,equalize,301,852537588,0.0001,0.07703385178598038,True
pud,equalize,302,808409172,0.0001,0.05859964321020225,True
pud,equalize,303,833421334,0.0001,0.05404772647024721,True
pud,equalize,304,647366652,0.0001,0.07304694902823232,True
pud,equalize,305,2901853841,0.0001,0.0422164977188645,True
pud,equalize,306,2758493202,0.0001,0.052104164132933055,True
pud,equalize,307,490351870,0.0001,0.04582601128334285,True
pud,equalize,308,3725567698,0.0001,0.03893964983331132,True
pud,equalize,309,2661754084,0.0001,0.03801624109454341,True
pud,equalize,310,833149178,0.0001,0.07392884911713044,True
pud,equalize,311,553751873,0.0001,0.08290141623426273,True
pud,equalize,312,3255195135,0.0001,0.03510979534595735,True
pud,equalize,313,3486152066,0.0001,0.020690870842568057,True
pud,equalize,314,1019155120,0.0001,0.03617089908535972,True
pud,equalize,315,3562451612,0.0001,0.08072255036607866,True
pud,equalize,316,2722933625,0.0001,0.06646187688179378,True
pud,equalize,317,69331830,0.0001,0.09641308738353357,True
pud,equalize,318,2799978305,0.0001,0.08656466516930986,True
pud,equalize,319,3470847918,0.0001,0.06325015398040587,True
pud,equalize,320,3107961020,0.0001,0.016041151462027236,True
pud,equalize,321,1870741608,0.0001,0.08993183736645034,True
pud,equalize,322,2609871423,0.0001,0.04855757416729232,True
pud,equalize,323,4203491546,0.0001,0.036164213838477115,True
pud,equalize,324,1574068777,0.0001,0.015711233870637966,True
pud,equalize,325,2316838958,0.0001,0.07684435613549212,True
pud,equalize,326,2623914893,0.0001,0.07962953386192048,True
pud,equalize,327,584321689,0.0001,0.018662302567509826,True
pud,equalize,328,3215487491,0.0001,0.06004494886549429,True
pud,equalize,329,2157555066,0.0001,0.029139405110166706,True
pud,equalize,330,54172495,0.0001,0.03419769179493755,True
pud,equalize,331,2522087898,0.0001,0.012295585956006595,True
pud,equalize,332,4037397884,0.0001,0.06996420969460711,True
pud,equalize,333,2116874637,0.0001,0.025880665122405257,True
pud,equalize,334,458668385,0.0001,0.03571694923664568,True
pud,equalize,335,1749662225,0.0001,0.0969939191615557,True
pud,equalize,336,3814902574,0.0001,0.028386213860187016,True
pud,equalize,337,1692754507,0.0001,0.05513197942373232,True
pud,equalize,338,496794706,0.0001,0.03671257742942904,True
pud,equalize,339,1138202811,0.0001,0.06491467908647855,True
pud,equalize,340,434482873,0.0001,0.042545624306914526,True
pud,equalize,341,2241089792,0.0001,0.09761561639699233,True
pud,equalize,342,776479127,0.0001,0.0016610006517247756,True
pud,equalize,343,1171030158,0.0001,0.045310974222138214,True
pud,equalize,344,767130558,0.0001,0.0989488241209579,True
pud,equalize,345,2694141864,0.0001,0.0563667446630888,True
pud,equalize,346,39874931,0.0001,0.027248309521937575,True
pud,equalize,347,3291618676,0.0001,0.03638150991121306,True
pud,equalize,348,1759287150,0.0001,0.08726759120112068,True
pud,equalize,349,416720222,0.0001,0.07822732767118461,True
pud,equalize,350,1429503129,0.0001,0.04736765229659917,True
pud,equalize,351,545071087,0.0001,0.09483270647205068,True
pud,equalize,352,2787331522,0.0001,0.03833159767474875,True
pud,equalize,353,3055989582,0.0001,0.03611706353668392,True
pud,equalize,354,3941319613,0.0001,0.0615964650376811,True
pud,equalize,355,2319654198,0.0001,0.09581831882080202,True
pud,equalize,356,3592103640,0.0001,0.03357715782950932,True
pud,equalize,357,2830245921,0.0001,0.05612194906847974,True
pud,equalize,358,152316141,0.0001,0.058982413485228084,True
pud,equalize,359,4100346546,0.0001,0.09963082942778899,True
pud,equalize,360,1685688585,0.0001,0.03633412477365607,True
pud,equalize,361,525439385,0.0001,0.033505387853167055,True
pud,equalize,362,3864478236,0.0001,0.051397654396449624,True
pud,equalize,363,3103319397,0.0001,0.08017133155905659,True
pud,equalize,364,2049182533,0.0001,0.01444384223590265,True
pud,equalize,365,2150703367,0.0001,0.07871386029947632,True
pud,equalize,366,520878090,0.0001,0.03962426625935516,True
pud,equalize,367,264957756,0.0001,0.08654243348266717,True
pud,equalize,368,1607535007,0.0001,0.0358868790766669,True
pud,equalize,369,3335740304,0.0001,0.09084253488302885,True
pud,equalize,370,2708025676,0.0001,0.06919990812049696,True
pud,equalize,371,3161267628,0.0001,0.0010391061993650032,True
pud,equalize,372,1185005921,0.0001,0.028833289491591686,True
pud,equalize,373,227018933,0.0001,0.0015037319594226274,True
pud,equalize,374,2378116362,0.0001,0.04691827067297334,True
pud,equalize,375,600971370,0.0001,0.01934781912881538,True
pud,equalize,376,3378864803,0.0001,0.08829604466377758,True
pud,equalize,377,1365424543,0.0001,0.07472681926236567,True
pud,equalize,378,3247317423,0.0001,0.06816064404536858,True
pud,equalize,379,2767776894,0.0001,0.01815340574185219,True
pud,equalize,380,3066664260,0.0001,0.07876457489461855,True
pud,equalize,381,2244018133,0.0001,0.02770607980039195,True
pud,equalize,382,1668540238,0.0001,0.050946407562025,True
pud,equalize,383,2276627254,0.0001,0.08786990187555839,True
pud,equalize,384,1189271177,0.0001,0.09081896796642956,True
pud,equalize,385,1021630280,0.0001,0.049050938304947715,True
pud,equalize,386,1503486144,0.0001,0.009074694633669255,True
pud,equalize,387,1217759888,0.0001,0.07974400250669965,True
pud,equalize,388,1698997675,0.0001,0.09449026915726184,True
pud,equalize,389,1748306551,0.0001,0.07883644578348176,True
pud,equalize,390,3153185570,0.0001,0.009707383986760344,True
pud,equalize,391,1008217764,0.0001,0.06663792908594078,True
pud,equalize,392,2565659330,0.0001,0.06533328375168464,True
pud,equalize,393,1534209382,0.0001,0.09171142214311152,True
pud,equalize,394,314623447,0.0001,0.058200295816989205,True
pud,equalize,395,1328885900,0.0001,0.03697313011994481,True
pud,equalize,396,2091150702,0.0001,0.08518714087067616,True
pud,equalize,397,1941618060,0.0001,0.09107926200301525,True
pud,equalize,398,648804289,0.0001,0.01921613669475395,True
pud,equalize,399,3925079288,0.0001,0.06852609165227304,True
pud,equalize,400,1209269821,0.0001,0.005032932518482614,True
pud,equalize,401,2028909635,0.0001,0.09508968680942062,True
pud,equalize,402,2885832852,0.0001,0.017309454905036048,True
pud,equalize,403,3925951094,0.0001,0.07721402731018766,True
pud,equalize,404,848703723,0.0001,0.054568375944569716,True
pud,equalize,405,1422803696,0.0001,0.056461689296969486,True
pud,equalize,406,1978318132,0.0001,0.01316817604540168,True
pud,equalize,407,1182275987,0.0001,0.03408575112127631,True
pud,equalize,408,3257641842,0.0001,0.09283487143863595,True
pud,equalize,409,927126689,0.0001,0.08915033536540151,True
pud,equalize,410,2032536682,0.0001,0.07283062794219453,True
pud,equalize,411,1362155429,0.0001,0.060344219734526854,True
pud,equalize,412,313500694,0.0001,0.0854011009596269,True
pud,equalize,413,2492900429,0.0001,0.01734121944940267,True
pud,equalize,414,3156531559,0.0001,0.051542571723735275,True
pud,equalize,415,3978262004,0.0001,0.04847286488691244,True
pud,equalize,416,1700782008,0.0001,0.009755171486200032,True
pud,equalize,417,3804778984,0.0001,0.014194567629182165,True
pud,equalize,418,411709598,0.0001,0.093685197760161,True
pud,equalize,419,370900136,0.0001,0.05244176791527806,True
pud,equalize,420,2890071152,0.0001,0.06522386598874079,True
pud,equalize,421,3767256836,0.0001,0.08531170274473963,True
pud,equalize,422,1259879667,0.0001,0.07266732526928882,True
pud,equalize,423,1412387953,0.0001,0.000693443886518641,True
pud,equalize,424,1332431138,0.0001,0.07483665291379667,True
pud,equalize,425,78721026,0.0001,0.047891170738492056,True
pud,equalize,426,273979241,0.0001,0.00010018842318352262,True
pud,equalize,427,1384277233,0.0001,0.029250478358123867,True
pud,equalize,428,3894490923,0.0001,0.00027438740973355634,True
pud,equalize,429,1034738321,0.0001,0.03150370860073456,True
pud,equalize,430,3651084694,0.0001,0.016473973369772254,True
pud,equalize,431,1504026720,0.0001,0.04163765455001971,True
pud,equalize,432,847870706,0.0001,0.0613315254737487,True
pud,equalize,433,4145622277,0.0001,0.018573674446283474,True
pud,equalize,434,858072054,0.0001,0.019480275677865467,True
pud,equalize,435,4124575991,0.0001,0.018987673632416782,True
pud,equalize,436,2997327696,0.0001,0.0986637150982908,True
pud,equalize,437,1802039484,0.0001,0.08040232163289701,True
pud,equalize,438,3732909678,0.0001,0.0007957916329235815,True
pud,equalize,439,4020817737,0.0001,0.07348271310969723,True
pud,equalize,440,3448946970,0.0001,0.035547639963350565,True
pud,equalize,441,293993331,0.0001,0.08085422834375172,True
pud,equalize,442,3881344153,0.0001,0.09174280963317619,True
pud,equalize,443,1821616724,0.0001,0.08973364379024729,True
pud,equalize,444,1135202941,0.0001,0.048436923462438324,True
pud,equalize,445,317748975,0.0001,0.06091511068442978,True
pud,equalize,446,1763139222,0.0001,0.025566090583055548,True
pud,equalize,447,746463105,0.0001,0.0006846764528929628,True
pud,equalize,448,945690901,0.0001,0.040972927624536595,True
pud,equalize,449,3433587441,0.0001,0.03388359962245002,True
pud,equalize,450,518996621,0.0001,0.008037129285728528,True
pud,equalize,451,4052040838,0.0001,0.037573563701107864,True
pud,equalize,452,1085271155,0.0001,0.04912123731457581,True
pud,equalize,453,3680765945,0.0001,0.09169058730998217,True
pud,equalize,454,4208797435,0.0001,0.031274838856265176,True
pud,equalize,455,3306650968,0.0001,0.030866203131023486,True
pud,equalize,456,2162480755,0.0001,0.08716650435763529,True
pud,equalize,457,2169774920,0.0001,0.026869211618403145,True
pud,equalize,458,1521474955,0.0001,0.07491118465441825,True
pud,equalize,459,647659586,0.0001,0.0173558187793607,True
pud,equalize,460,3075513311,0.0001,0.06960102197960158,True
pud,equalize,461,3694269701,0.0001,0.07606660665205829,True
pud,equalize,462,10526099,0.0001,0.035703252381679894,True
pud,equalize,463,1226502867,0.0001,0.004572440035304404,True
pud,equalize,464,3470797982,0.0001,0.025920178004056074,True
pud,equalize,465,4199897271,0.0001,0.031852292098495286,True
pud,equalize,466,141188969,0.0001,0.037132475177327054,True
