network,method,variant_index,variation_seed,uncertainty,proportion_edges,done
pud,equalize,406,697664521,0.01,0.07962761839803946,True
pud,equalize,407,123267176,0.01,0.006975010927108927,True
pud,equalize,408,3052311072,0.01,0.019371403075545815,True
pud,equalize,409,2656033348,0.01,0.09720237729382775,True
pud,equalize,410,454872824,0.01,0.05559858102069161,True
pud,equalize,411,170124987,0.01,0.029980250001507527,True
pud,equalize,412,698612742,0.01,0.07851227475245423,True
pud,equalize,413,2647382599,0.01,0.04642532542493064,True
pud,equalize,414,2335433455,0.01,0.030083065952493982,True
pud,equalize,415,3554167579,0.01,0.09224334107462935,True
pud,equalize,416,3601711790,0.01,0.08824954089179196,True
pud,equalize,417,3573472829,0.01,0.005944365547882802,True
pud,equalize,418,2041815707,0.01,0.0007079204358131475,True
pud,equalize,419,2419309556,0.01,0.08471392006428986,True
pud,equalize,420,1261849278,0.01,0.03658228002151539,True
pud,equalize,421,3555358011,0.01,0.04352936503145332,True
pud,equalize,422,3074189291,0.01,0.09948756093822075,True
pud,equalize,423,3576276890,0.01,0.09011652569278115,True
pud,equalize,424,1085671479,0.01,0.0003353179430691134,True
pud,equalize,425,4175447810,0.01,0.08339727812649618,True
pud,equalize,426,300517901,0.01,0.013673700138889355,True
pud,equalize,427,1794648393,0.01,0.09667575005631307,True
pud,equalize,428,2385884905,0.01,0.032633542345468315,True
pud,equalize,429,3483743438,0.01,0.01457973987954272,True
pud,equalize,430,3914199917,0.01,0.022240927786625855,True
pud,equalize,431,1056908069,0.01,0.026307289271817514,True
pud,equalize,432,3655761692,0.01,0.07864103886577513,True
pud,equalize,433,3660043112,0.01,0.04325736601807284,True
pud,equalize,434,3558206086,0.01,0.01270187412934003,True
pud,equalize,435,2265400505,0.01,0.08055993471786227,True
pud,equalize,436,2961004762,0.01,0.05007918593642694,True
pud,equalize,437,3031030786,0.01,0.06453086972933951,True
pud,equalize,438,4097600067,0.01,0.07589937466061213,True
pud,equalize,439,2036048379,0.01,0.025119303110731496,True
pud,equalize,440,1343423944,0.01,0.06166252316901192,True
pud,equalize,441,2982501670,0.01,0.06141045310547997,True
pud,equalize,442,3141338651,0.01,0.09640662858035312,True
pud,equalize,443,1860766299,0.01,0.03865004576201395,True
pud,equalize,444,2590106641,0.01,0.08791089661029819,True
pud,equalize,445,259128516,0.01,0.05023688217250857,True
pud,equalize,446,4022280684,0.01,0.08918309871095698,True
pud,equalize,447,2846200222,0.01,0.0894951148007004,True
pud,equalize,448,3442893365,0.01,0.09759549923865304,True
pud,equalize,449,2959879497,0.01,0.05216297212646982,True
pud,equalize,450,3075894948,0.01,0.07630054862966948,True
pud,equalize,451,1670974347,0.01,0.0031545050030269196,True
pud,equalize,452,1887633060,0.01,0.04093096608868081,True
pud,equalize,453,2744272860,0.01,0.06500531425025351,True
pud,equalize,454,585006680,0.01,0.031577189447097656,True
pud,equalize,455,66964765,0.01,0.037518747849655136,True
pud,equalize,456,2228997326,0.01,0.062432335014599855,True
pud,equalize,457,2750201065,0.01,0.03157019101455255,True
pud,equalize,458,1781506803,0.01,0.03546768685463303,True
pud,equalize,459,4086951089,0.01,0.004335442777687615,True
pud,equalize,460,1751516841,0.01,0.05722775855872419,True
pud,equalize,461,1865851559,0.01,0.06149282336606219,True
pud,equalize,462,1269277051,0.01,0.08978855207687048,True
pud,equalize,463,1776996747,0.01,0.0886065906119829,True
pud,equalize,464,2356283702,0.01,0.0029406493930093426,True
pud,equalize,465,1104903871,0.01,0.05770868301774604,True
pud,equalize,466,925295648,0.01,0.024619581775556176,True
pud,equalize,467,3530789986,0.01,0.08783431241736471,True
pud,equalize,468,3030253515,0.01,0.09794285481150106,True
pud,equalize,469,1517491827,0.01,0.0964919430333872,True
pud,equalize,470,3742157169,0.01,0.05326825163015031,True
pud,equalize,471,2533647463,0.01,0.014784328986686725,True
pud,equalize,472,2600899267,0.01,0.04428875334805952,True
pud,equalize,473,232840439,0.01,0.05405987562150391,True
pud,equalize,474,3713625149,0.01,0.03748221825019476,True
pud,equalize,475,571682043,0.01,0.00567021884683796,True
pud,equalize,476,2502642167,0.01,0.054791754472975164,True
pud,equalize,477,1399948161,0.01,0.06986475517312574,True
pud,equalize,478,3524229150,0.01,0.0659214796681886,True
pud,equalize,479,2699978603,0.01,0.05592855011603787,True
pud,equalize,480,982589365,0.01,0.011703443262908952,True
pud,equalize,481,166661389,0.01,0.02118203996245227,True
pud,equalize,482,84015982,0.01,0.010397593598460153,True
pud,equalize,483,35517866,0.01,0.01849021685435005,True
